Bsub_query,CP089514.1,100.000,1000,0,0,1,1000,1,1000,0.0,1847
Bsub_query,CP180575.1,99.700,1000,3,0,1,1000,1010784,1011783,0.0,1831
Bsub_query,CP120603.2,99.700,1000,3,0,1,1000,3041952,3042951,0.0,1831
Bsub_query,CP028213.1,99.700,1000,3,0,1,1000,680823,679824,0.0,1831
Bsub_query,CP035226.1,99.700,1000,3,0,1,1000,3007743,3008742,0.0,1831
Bsub_query,CP089148.1,99.700,1000,3,0,1,1000,3007711,3008710,0.0,1831
Bsub_query,CP116848.1,99.600,1000,4,0,1,1000,2096704,2097703,0.0,1825
Bsub_query,CP157084.1,99.600,1000,4,0,1,1000,3053881,3054880,0.0,1825
Bsub_query,CP032310.1,99.600,1000,4,0,1,1000,3044849,3045848,0.0,1825
Bsub_query,CP064094.1,99.600,1000,4,0,1,1000,2640900,2639901,0.0,1825
Bsub_query,CP166831.1,99.600,1000,4,0,1,1000,2989964,2990963,0.0,1825
Bsub_query,OX419652.1,99.600,1000,4,0,1,1000,3004933,3005932,0.0,1825
Bsub_query,CP116828.1,99.600,1000,4,0,1,1000,2026082,2027081,0.0,1825
Bsub_query,CP116836.1,99.600,1000,4,0,1,1000,2106453,2107452,0.0,1825
Bsub_query,CP150256.1,99.600,1000,4,0,1,1000,2921060,2922059,0.0,1825
Bsub_query,AP024623.1,99.600,1000,4,0,1,1000,3013928,3014927,0.0,1825
Bsub_query,CP096388.1,99.600,1000,4,0,1,1000,1196504,1195505,0.0,1825
Bsub_query,CP116837.1,99.600,1000,4,0,1,1000,2142018,2143017,0.0,1825
Bsub_query,CP053102.1,99.600,1000,4,0,1,1000,3158235,3159234,0.0,1825
Bsub_query,CP170734.1,99.600,1000,4,0,1,1000,3044919,3045918,0.0,1825
Bsub_query,CP101937.1,99.600,1000,4,0,1,1000,2976382,2977381,0.0,1825
Bsub_query,CP130597.1,99.600,1000,4,0,1,1000,3045261,3046260,0.0,1825
Bsub_query,OX419576.1,99.600,1000,4,0,1,1000,2897380,2898379,0.0,1825
Bsub_query,CP120681.2,99.600,1000,4,0,1,1000,3044810,3045809,0.0,1825
Bsub_query,CP116841.1,99.600,1000,4,0,1,1000,2288034,2289033,0.0,1825
Bsub_query,CP026039.1,99.600,1000,4,0,1,1000,882209,883208,0.0,1825
Bsub_query,CP054050.1,99.600,1000,4,0,1,1000,1189518,1188519,0.0,1825
Bsub_query,CP116867.1,99.600,1000,4,0,1,1000,2594316,2595315,0.0,1825
Bsub_query,OZ461325.1,99.600,1000,4,0,1,1000,2884065,2885064,0.0,1825
Bsub_query,CP089592.1,99.600,1000,4,0,1,1000,3049820,3050819,0.0,1825
Bsub_query,CP045672.1,99.600,1000,4,0,1,1000,3070213,3071212,0.0,1825
Bsub_query,CP136402.1,99.600,1000,4,0,1,1000,3046623,3047622,0.0,1825
Bsub_query,CP064096.1,99.600,1000,4,0,1,1000,594112,593113,0.0,1825
Bsub_query,CP060710.1,99.600,1000,4,0,1,1000,3045263,3046262,0.0,1825
Bsub_query,AP024621.1,99.600,1000,4,0,1,1000,3026167,3027166,0.0,1825
Bsub_query,CP102769.1,99.600,1000,4,0,1,1000,3044818,3045817,0.0,1825
Bsub_query,CP026038.1,99.600,1000,4,0,1,1000,531457,532456,0.0,1825
Bsub_query,OX419570.1,99.600,1000,4,0,1,1000,2988146,2989145,0.0,1825
Bsub_query,CP150162.1,99.600,1000,4,0,1,1000,2953572,2954571,0.0,1825
Bsub_query,CP160220.1,99.600,1000,4,0,1,1000,2907245,2908244,0.0,1825
Bsub_query,CP127089.1,99.600,1000,4,0,1,1000,2842878,2843877,0.0,1825
Bsub_query,CP195112.1,99.600,1000,4,0,1,1000,3092643,3093642,0.0,1825
Bsub_query,CP116831.1,99.600,1000,4,0,1,1000,2044593,2045592,0.0,1825
Bsub_query,CP116829.1,99.600,1000,4,0,1,1000,2049863,2050862,0.0,1825
Bsub_query,CP103066.1,99.600,1000,4,0,1,1000,3044851,3045850,0.0,1825
Bsub_query,CP116870.1,99.600,1000,4,0,1,1000,2811010,2812009,0.0,1825
Bsub_query,CP139744.1,99.600,1000,4,0,1,1000,3044812,3045811,0.0,1825
Bsub_query,CP196824.1,99.600,1000,4,0,1,1000,2863076,2864075,0.0,1825
Bsub_query,CP116868.1,99.600,1000,4,0,1,1000,2594316,2595315,0.0,1825
Bsub_query,CP137695.1,99.600,1000,4,0,1,1000,3044820,3045819,0.0,1825
Bsub_query,OX419567.1,99.600,1000,4,0,1,1000,2930861,2931860,0.0,1825
Bsub_query,CP082924.1,99.600,1000,4,0,1,1000,3044814,3045813,0.0,1825
Bsub_query,CP019663.1,99.600,1000,4,0,1,1000,3045000,3045999,0.0,1825
Bsub_query,CP116853.1,99.600,1000,4,0,1,1000,2247162,2248161,0.0,1825
Bsub_query,CP045821.1,99.600,1000,4,0,1,1000,3026048,3027047,0.0,1825
Bsub_query,CP150156.1,99.600,1000,4,0,1,1000,2971941,2972940,0.0,1825
Bsub_query,CP116861.1,99.600,1000,4,0,1,1000,2372505,2373504,0.0,1825
Bsub_query,CP116851.1,99.600,1000,4,0,1,1000,2119667,2120666,0.0,1825
Bsub_query,CP094361.1,99.600,1000,4,0,1,1000,3040441,3041440,0.0,1825
Bsub_query,CP093289.1,99.600,1000,4,0,1,1000,2983695,2984694,0.0,1825
Bsub_query,AP024625.1,99.600,1000,4,0,1,1000,3011390,3012389,0.0,1825
Bsub_query,CP148112.1,99.600,1000,4,0,1,1000,3044812,3045811,0.0,1825
Bsub_query,CP116862.1,99.600,1000,4,0,1,1000,2414798,2415797,0.0,1825
Bsub_query,CP091872.1,99.600,1000,4,0,1,1000,2937745,2938744,0.0,1825
Bsub_query,CP050532.1,99.600,1000,4,0,1,1000,3038525,3039524,0.0,1825
Bsub_query,CP045812.1,99.600,1000,4,0,1,1000,3044809,3045808,0.0,1825
Bsub_query,CP116834.1,99.600,1000,4,0,1,1000,2103918,2104917,0.0,1825
Bsub_query,CP046047.1,99.600,1000,4,0,1,1000,1210085,1209086,0.0,1825
Bsub_query,CP116863.1,99.600,1000,4,0,1,1000,2460190,2461189,0.0,1825
Bsub_query,OX419565.1,99.600,1000,4,0,1,1000,2892390,2893389,0.0,1825
Bsub_query,CP045006.1,99.600,1000,4,0,1,1000,1187696,1186697,0.0,1825
Bsub_query,CP125762.1,99.600,1000,4,0,1,1000,1205133,1204134,0.0,1825
Bsub_query,CP028217.1,99.600,1000,4,0,1,1000,2121432,2120433,0.0,1825
Bsub_query,CP116830.1,99.600,1000,4,0,1,1000,2044593,2045592,0.0,1825
Bsub_query,CP116840.1,99.600,1000,4,0,1,1000,2288034,2289033,0.0,1825
Bsub_query,CP033205.1,99.600,1000,4,0,1,1000,2904106,2905105,0.0,1825
Bsub_query,CP116833.1,99.600,1000,4,0,1,1000,2075458,2076457,0.0,1825
Bsub_query,CP064093.1,99.600,1000,4,0,1,1000,2224619,2223620,0.0,1825
Bsub_query,CP116843.1,99.600,1000,4,0,1,1000,2313038,2314037,0.0,1825
Bsub_query,CP137756.1,99.600,1000,4,0,1,1000,3044809,3045808,0.0,1825
Bsub_query,CP116869.1,99.600,1000,4,0,1,1000,2682859,2683858,0.0,1825
Bsub_query,CP116859.1,99.600,1000,4,0,1,1000,2315524,2316523,0.0,1825
Bsub_query,CP120613.2,99.600,1000,4,0,1,1000,3033961,3034960,0.0,1825
Bsub_query,CP026010.1,99.600,1000,4,0,1,1000,3990161,3991160,0.0,1825
Bsub_query,CP023409.1,99.600,1000,4,0,1,1000,2970322,2971321,0.0,1825
Bsub_query,CP148120.1,99.600,1000,4,0,1,1000,3044490,3045489,0.0,1825
Bsub_query,CP150268.1,99.600,1000,4,0,1,1000,1018635,1019634,0.0,1825
Bsub_query,CP132912.1,99.600,1000,4,0,1,1000,2818714,2819713,0.0,1825
Bsub_query,CP178213.1,99.600,1000,4,0,1,1000,1172201,1171202,0.0,1825
Bsub_query,OZ462075.1,99.600,1000,4,0,1,1000,2988241,2989240,0.0,1825
Bsub_query,CP150253.1,99.600,1000,4,0,1,1000,2989894,2990893,0.0,1825
Bsub_query,CP178514.1,99.600,1000,4,0,1,1000,3012791,3013790,0.0,1825
Bsub_query,CP116857.1,99.600,1000,4,0,1,1000,2290569,2291568,0.0,1825
Bsub_query,CP020102.1,99.600,1000,4,0,1,1000,3045239,3046238,0.0,1825
Bsub_query,CP116832.1,99.600,1000,4,0,1,1000,2047128,2048127,0.0,1825
Bsub_query,CP155054.1,99.600,1000,4,0,1,1000,1062781,1061782,0.0,1825
Bsub_query,CP116855.1,99.600,1000,4,0,1,1000,2288034,2289033,0.0,1825
Bsub_query,CP047325.1,99.600,1000,4,0,1,1000,343847,344846,0.0,1825
Bsub_query,AP024624.1,99.600,1000,4,0,1,1000,3011105,3012104,0.0,1825
Bsub_query,CP086061.1,99.600,1000,4,0,1,1000,1179150,1178151,0.0,1825


